index,CNPJ,SEQUENCIALDOCNPJ,DVDOCNPJ,NOMEINSTITUIÇÃO,SEGMENTO,CÓDCOMPEAG,NOMEAGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATAINÍCIO,DDD,FONE,IDINSTALAÇÃO,MUNICIPIOIBGE,LATITUDE,LONGITUDE,LATITUDE_v2,LONGITUDE_v2
12504,00.000.208,83,57,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,84,ÁGUAS LINDAS                                                ,"AVENIDA JK, QUADRA 07, LOTES 17 E 18",          ,                                                  ,JARDIMBRASÍLIA,72910-000,AGUASLINDASDEGOIAS,GO,14/01/2013 ,61,36130064,9999400029,5200258,-15.7460358,-48.299098,-15.7460358,-48.299098
12505,60701190,1989,66,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4414,AGUAS LINDAS DE GOIAS(GO)                                   ,AV. JK - QUADRA 22 - LOTE 16,          ,                                                  ,JARDIMBRASILIA,72910-000,AGUASLINDASDEGOIAS,GO,27/05/2002 ,11,30034828,9999968572,5200258,-15.7460358,-48.299098,-15.7460358,-48.299098
12508,60746948,5115,59,BANCO BRADESCO S.A.,Banco Múltiplo,1616,"AGUAS LINDAS DE GOIAS, GO                                   ","AVENIDA JK, QUADRA 26, LOTE 16",          ,                                                  ,JD.BRASILIA,72915-036,AGUASLINDASDEGOIAS,GO,27/11/2008 ,61,36188622,9999626779,5200258,-15.73613,-48.27922,,
12510,60746948,775,6,BANCO BRADESCO S.A.,Banco Múltiplo,611,"ALEXANIA, GO                                                ","AV. BRASILIA,  295",          ,                                                  ,CENTRO,72920-000,ALEXANIA,GO,1975-11-07 00:00:00,62,3361143,9999967713,5200308,-16.0807477,-48.5187229,-16.0807477,-48.5187229
12513,00.000.208,135,12,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,282,AGÊNCIA ALEXÂNIA                                            ,RUA 25 QUADRA 159 LOTE,19,                                                  ,NOVAFLÓRIDACIDADE,72930-000,ALEXANIA,GO,2014-10-09 00:00:00,62,33361350,9999330466,5200308,,,,
12516,60701190,2025,80,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4408,ABADIANIA (GO)                                              ,"AV. GERALDO RODRIGUES DOS SANTOS, 1001",          ,                                                  ,CENTRO,72940-000,ABADIANIA,GO,27/05/2002 ,11,30034828,9999968536,5200100,-16.1943181,-48.6790007,-16.1943181,-48.6790007
12519,60701190,2343,50,ITAÚ UNIBANCO S.A.,Banco Múltiplo,5410,CORUMBÁ DE GOIÁS (GO)                                       ,"RUA SÃO BENTO, 640",          ,                                                  ,CENTRO,72960-000,CORUMBADEGOIAS,GO,24/05/2004 ,11,30034828,9999847731,5205802,-15.8723091,-48.598804,-15.8723091,-48.598804
12523,60701190,1998,57,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4398,PIRENOPOLIS (GO)                                            ,"RUA BENJAMIN CONSTANT, 16 - LOJA E",          ,SOBRELOJA                                         ,CENTRO,72980-000,PIRENOPOLIS,GO,27/05/2002 ,11,30034828,9999968563,5217302,-15.6899955,-48.9605972,-15.6899955,-48.9605972
12524,60746948,189,17,BANCO BRADESCO S.A.,Banco Múltiplo,259,"PIRENOPOLIS, GO                                             ","RUA SIZENANDO JAIME, 05",          ,                                                  ,CENTRO,72980-000,PIRENOPOLIS,GO,13/02/1965 ,62,3311044,9999968279,5217302,-15.6899955,-48.9605972,-15.6899955,-48.9605972
12525,60701190,1323,53,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1388,BRASILIA/SAT.SOBRADINHO                                     ,"AV. CENTRAL, S/N-QD.6, CI",          ,6-ST.COML.SOBRADINHO                              ,SETORCOMERCIAL,73000-000,BRASILIA(SOBRADINHO),DF,1987-08-01 00:00:00,11,30034828,9999969229,5300108,,,,
12528,00.000.208,7,4,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,107,SOBRADINHO                                                  ,SETOR COM. CENTRAL BLOCO 01,          ,                                                  ,SOBRADINHO,73010-531,BRASILIA(SOBRADINHO),DF,1968-12-06 00:00:00,61,33221515,9999990716,5300108,-15.65005,-47.79187,,
12529,00.000.208,120,36,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,169,AGÊNCIA SES-DF/HRS                                          ,QD. 12 ÁREA ESPECIAL,          ,HOSP REGION SOBRADINHO                            ,SOBRADINHO,73010-901,BRASILIA(SOBRADINHO),DF,2013-01-11 00:00:00,61,338786260,9999367938,5300108,-15.62905,-47.83651,,
12530,60746948,2236,85,BANCO BRADESCO S.A.,Banco Múltiplo,1994,"SOBRADINHO,CIDADE SATELITE, DF                              ","QUADRA 12 COMERCIO LOCAL, CL 03",          ,LOJA:                                             ,SOBRADINHO,73011-010,BRASILIA(SOBRADINHO),DF,1986-09-06 00:00:00,61,5917212,9999966402,5300108,-15.65528,-47.80819,,
12531,90400888,2652,86,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,970,001-0970 SOBRADINHO-SAT-DF                                  ,"ST URB, QUADRA 6, CL LOTE 4 S/N LOJA C/D",          ,                                                  ,SOBRADINHO,73026-610,BRASILIA(SOBRADINHO),DF,15/12/2010 ,61,34539200,9999538850,5300108,-15.65292,-47.80218,,
12532,00.000.208,90,86,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,89,SOBRADINHO II                                               ,"AV CENTRAL, CONJ. 6, LOTE",14,                                                  ,SOBRADINHOII,73062-806,BRASILIA(SOBRADINHO),DF,24/06/2013 ,61,34831140,9999379899,5300108,-15.64525,-47.82432,,
12533,00.000.208,119,0,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,253,AGÊNCIA SES-DF/HRP                                          ,"S. HOSPITALAR OESTE,",          ,"AV. WL4, ÀREA ESPECIAL                            ",PLANALTINA,73310-000,BRASILIA(PLANALTINA),DF,2013-01-11 00:00:00,61,338966900,9999367941,5300108,-15.82608,-47.92896,,
12534,00.000.208,113,7,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,254,AGÊNCIA SEE-DF/PLANALTINA                                   ,"S. EDUCACIONAL, LOTES C/D",          ,CENTRO DE ENSINO FUNDAMENTAL 4                    ,PLANALTINA,73310-150,BRASILIA(PLANALTINA),DF,2013-01-11 00:00:00,61,338812050,9999367952,5300108,-15.62051,-47.65228,,
12536,00.000.208,10,0,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,110,PLANALTINA                                                  ,SHD BLOCO J/A,          ,                                                  ,ST.COMERCIALCENTRAL,73310-200,BRASILIA(PLANALTINA),DF,19/11/1970 ,61,33221515,9999990713,5300108,-15.79084,-47.88371,,
12538,60746948,2338,0,BANCO BRADESCO S.A.,Banco Múltiplo,2094,"PLANALTINA,CIDADE SATELITE, DF                              ",QUADRA 4 CONJUNTO J LOTE 41,          ,                                                  ,S.RESIDENCIALLESTE,73330-040,BRASILIA(PLANALTINA),DF,1987-09-03 00:00:00,61,3898700,9999966302,5300108,-15.63175,-47.66092,,
12539,60701190,2935,27,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7147,BRASÍLIA/SATÉLITE PLANALTINA                                ,"SRL, S/Nº",          ,QD.2 - CJ.A - LOTE 41                             ,PLANALTINA,73350-201,BRASILIA,DF,19/12/2006 ,11,30034828,9999708982,5300108,-15.61566,-47.63463,,
12540,00.000.208,85,19,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,85,VILA BURITIS                                                ,"QUADRA 02, CONJUNTO B, LOTE",40,ST RESIDENCIAL LESTE                              ,VILABURITIS,73350-202,BRASILIA(PLANALTINA),DF,2013-07-01 00:00:00,61,338921570,9999401762,5300108,-15.70109,-47.87677,,
12543,60746948,776,89,BANCO BRADESCO S.A.,Banco Múltiplo,612,"PADRE BERNARDO, GO                                          ","RUA PRES. JUSCELINO KUBITSCHEK, 604",          ,                                                  ,CENTRO,73700-000,PADREBERNARDO,GO,14/07/1975 ,61,6331216,9999967712,5215603,-15.3931409,-48.3190276,-15.3931409,-48.3190276
12544,00.000.208,132,70,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,268,AGÊNCIA PLANALTINA DE GOIÁS                                 ,"PRAÇA CÍVICA , ÁREA ESPECIAL 4, LOTES 3A",          ,                                                  ,SETOROESTE,73750-005,PLANALTINA,GO,2014-02-05 00:00:00,61,36391902,9999347379,5217609,-15.43054,-47.5663,,
12547,60746948,5404,94,BANCO BRADESCO S.A.,Banco Múltiplo,2057,"PLANALTINA, GO                                              ","QUADRA QA 3 - MC, S/N",          ,"LOTE 09, UNIDADE 1                                ",SETORNORTE,73751-203,PLANALTINA,GO,2009-04-08 00:00:00,61,36373734,9999596846,5217609,-15.43054,-47.5663,,
12548,60701190,1990,8,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4338,PLANALTINA - GO                                             ,QUADRA QC 02 MC LOTE 02 A,          ,S/N                                               ,SETORNORTE,73751-240,PLANALTINA,GO,15/04/2002 ,11,30034828,9999968571,5217609,-15.44799,-47.58607,,
12549,60701190,2039,86,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4383,SAO JOAO D'ALIANCA (GO)                                     ,"AV. TEOTONIO F. GRACAS, 630",          ,                                                  ,CENTRO,73760-000,SAOJOAOD'ALIANCA,GO,20/05/2002 ,11,30034828,9999968522,5220009,-14.4353041,-47.3706554,-14.4353041,-47.3706554
12550,60701190,2268,46,ITAÚ UNIBANCO S.A.,Banco Múltiplo,5315,ALTO PARAÍSO DE GOIÁS (GO)                                  ,"AV. ARI RIBEIRO VALADÃO FILHO, 767",          ,                                                  ,CENTRO,73770-000,ALTOPARAISODEGOIAS,GO,2004-08-03 00:00:00,11,30034828,9999869148,5200605,-14.2092279,-47.6849007,-14.2092279,-47.6849007
12553,00.000.208,32,7,BRB - BANCO DE BRASILIA S.A.,Banco Múltiplo,77,FORMOSA                                                     ,R VISCONDE DE PORTO SEGURO,          ,NRO 737                                           ,CENTRO,73801-010,FORMOSA,GO,20/03/2006 ,61,36311500,9999745277,5208004,-15.53663,-47.33699,,
12554,60701190,4625,74,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7393,FORMOSA-CENTRO                                              ,RUA VISCONDE DE PORTO SEGURO,334,                                                  ,CENTRO,73801-010,FORMOSA,GO,29/04/2013 ,11,30034828,9999386040,5208004,-15.53663,-47.33699,,
12555,60746948,1701,15,BANCO BRADESCO S.A.,Banco Múltiplo,1469,"FORMOSA, GO                                                 ","RUA VISCONDE DE PORTO SEGURO,",377,SALA 1                                            ,CENTRO,73801-010,FORMOSA,GO,25/02/1985 ,61,6312491,9999966893,5208004,-15.53663,-47.33699,,
12556,90400888,3061,44,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2339,001 2339 FORMOSA-GO                                         ,R VISCONDE DE PORTO SEGURO,321,QD 06 LT 20                                       ,CENTRO,73801-010,FORMOSA,GO,19/03/2020 ,11,35530372,9999145006,5208004,-15.53663,-47.33699,,
12561,60701190,1991,80,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4337,CAMPOS BELOS_- GO                                           ,"AV. DESEMB. RIVADAVIA LICINIO MIRANDA,",          ,76,CENTRO,73840-000,CAMPOSBELOS,GO,15/04/2002 ,11,30034828,9999968570,5204904,-13.002012,-46.6319212,-13.002012,-46.6319212
12562,60746948,767,98,BANCO BRADESCO S.A.,Banco Múltiplo,603,"CAMPOS BELOS, GO                                            ","RUA B. H. FOREMAN,  28",          ,                                                  ,CENTRO,73840-000,CAMPOSBELOS,GO,20/05/1975 ,62,4511160,9999967719,5204904,-13.002012,-46.6319212,-13.002012,-46.6319212
12565,60701190,1968,31,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4356,CRISTALINA(GO)                                              ,"RUA 21 DE ABRIL, 247",          ,                                                  ,CENTRO,73850-000,CRISTALINA,GO,13/05/2002 ,11,30034828,9999968593,5206206,-16.7073638,-47.5275422,-16.7073638,-47.5275422
12566,60746948,2304,60,BANCO BRADESCO S.A.,Banco Múltiplo,2058,"CRISTALINA, GO                                              ","RUA GOIAS, 1183",          ,                                                  ,CENTRO,73850-000,CRISTALINA,GO,1986-08-12 00:00:00,61,6121364,9999966336,5206206,-16.7073638,-47.5275422,-16.7073638,-47.5275422
12568,60746948,7110,51,BANCO BRADESCO S.A.,Banco Múltiplo,5490,SAO DOMINGOS  GO                                            ,RUA CAPITAO ANTONIO CARLOS,          ,"QUADRA 8, SALAS 3 E 4                             ",CENTRO,73860-000,SAODOMINGOS,GO,18/10/2011 ,61,34251210,9999496347,5219803,-13.5017869,-46.43930539999999,-13.5017869,-46.43930539999999
12569,60701190,2342,70,ITAÚ UNIBANCO S.A.,Banco Múltiplo,5409,CABECEIRAS (GO)                                             ,"RUA RIBEIRO DOS SANTOS, S/Nº",          ,QUADRA 18 - LOTE 18                               ,CENTRO,73870-000,CABECEIRAS,GO,17/05/2004 ,11,30034828,9999853077,5204003,-15.722106,-47.0193913,-15.722106,-47.0193913
12572,60701190,1992,61,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4352,POSSE - GO                                                  ,AV. DR. ANTONIO M. GOUVEIA,164,                                                  ,CENTRO,73900-000,POSSE,GO,22/04/2002 ,11,30034828,9999968569,5218300,-14.0929612,-46.3646845,-14.0929612,-46.3646845
12573,60746948,894,23,BANCO BRADESCO S.A.,Banco Múltiplo,673,"POSSE, GO                                                   ",AV. PADRE TRAJANO 30,          ,ESQ.C/RUA ROBSON R.R.BARBOSA                      ,CENTRO,73900-000,POSSE,GO,15/07/1977 ,62,4811577,9999967633,5218300,-14.0929612,-46.3646845,-14.0929612,-46.3646845
12575,60746948,859,40,BANCO BRADESCO S.A.,Banco Múltiplo,641,"ALVORADA DO NORTE, GO                                       ","AV. BERNARDO SAYAO, 806",          ,                                                  ,CENTRO,73950-000,ALVORADADONORTE,GO,23/11/1976 ,62,4211305,9999967666,5200803,-14.5807778,-46.5547852,-14.5807778,-46.5547852
12579,60701190,2041,9,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4378,GOIANIA-PC.DO BANDEIRANTE                                   ,"PCA. DO BANDEIRANTE, 546",          ,                                                  ,CENTRO,74005-020,GOIANIA,GO,20/05/2002 ,11,30034828,9999968520,5208707,-16.67524,-49.25775,,
12585,60701190,231,47,ITAÚ UNIBANCO S.A.,Banco Múltiplo,147,GOIANIA-GO                                                  ,AVENIDA GOIÁS S/N,          ,QUADRA 6 LOTES - 36 - 34                          ,SETORCENTRAL,74010-010,GOIANIA,GO,1968-01-02 00:00:00,11,30034828,9999970271,5208707,-16.67544,-49.25782,,
12586,60746948,87,92,BANCO BRADESCO S.A.,Banco Múltiplo,140,"GOIANIA, CENTRO, GO                                         ","AV. GOIAS, 414,ESQ.C/RUAS 3 E 7",          ,                                                  ,SETORCENTRAL,74010-010,GOIANIA,GO,17/03/1958 ,62,32383511,9999968381,5208707,-16.67544,-49.25782,,
12587,60746948,4377,23,BANCO BRADESCO S.A.,Banco Múltiplo,1093,"PRIME GOIANIA,CENTRO, GO                                    ","AV.GOIAS, 414",          ,                                                  ,CENTRO,74010-010,GOIANIA,GO,21/12/2007 ,62,32383616,9999663638,5208707,-16.67544,-49.25782,,
12589,90400888,392,78,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1392,AV GOIÁS-CAP-GO                                             ,"AV. GOIAS,",581,                                                  ,SETORCENTRAL,74015-200,GOIANIA,GO,1985-12-08 00:00:00,62,35729600,9999956215,5208707,-16.67544,-49.25782,,
12590,90400888,2130,57,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3137,GOIANIA CENTRO                                              ,AVENIDA GOIAS,581,                                                  ,SETORCENTRAL,74015-200,GOIANIA,GO,30/04/2009 ,62,2124322,9999608121,5208707,-16.67544,-49.25782,,
12591,90400888,2497,52,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,910,001 0910 AV GOIAS-CAP-GO I                                  ,AV GOIAS,581,                                                  ,SETORCENTRAL,74015-200,GOIANIA,GO,16/04/2010 ,62,32699900,9999572375,5208707,-16.67544,-49.25782,,
12595,60746948,1575,26,BANCO BRADESCO S.A.,Banco Múltiplo,3343,"AGÊNCIA EMPRESAS GOIÂNIA II - URB. GOIÂNIA, GO              ",RUA 3,707,SALA 2                                            ,SETORCENTRAL,74023-010,GOIANIA,GO,25/03/2024 ,62,32383500,9998943248,5208707,-16.67336,-49.25718,,
